song,artist,proper_date,popularity,position,gap_days,prev_pop,popularity_jump,rank_jump,album_type,is_explicit
3D (Justin Timberlake Remix),Jung Kook & Justin Timberlake,2024-12-03,75,38,6.0,71.0,4.0,-10.0,single,False
3D (feat. Jack Harlow),Jung Kook,2025-03-15,83,6,2.0,83.0,0.0,-1.0,album,True
3D (feat. Jack Harlow),Jung Kook,2025-03-26,82,5,2.0,82.0,0.0,-1.0,album,True
3D (feat. Jack Harlow),Jung Kook,2025-07-12,78,10,2.0,78.0,0.0,1.0,album,True
3D (feat. Jack Harlow),Jung Kook,2025-08-14,79,5,2.0,79.0,0.0,0.0,album,True
3D (feat. Jack Harlow) (Instrumental),Jung Kook & Jack Harlow,2024-10-09,60,50,4.0,55.0,5.0,-22.0,album,False
A Psalm of Life,Lim Young Woong,2024-10-16,57,50,132.0,56.0,1.0,0.0,album,False
A Psalm of Life,Lim Young Woong,2024-10-19,57,49,3.0,,,,album,False
A Psalm of Life,Lim Young Woong,2024-10-21,57,45,2.0,,,,album,False
A Psalm of Life,Lim Young Woong,2025-02-11,58,49,2.0,59.0,-1.0,-4.0,album,False
A Psalm of Life,Lim Young Woong,2025-02-19,58,45,7.0,58.0,0.0,5.0,album,False
A Psalm of Life,Lim Young Woong,2025-02-26,58,46,6.0,58.0,0.0,-1.0,album,False
A bientot,Lim Young Woong,2024-06-09,58,44,2.0,58.0,0.0,-3.0,album,False
A bientot,Lim Young Woong,2024-06-22,58,46,2.0,58.0,0.0,2.0,album,False
A bientot,Lim Young Woong,2024-07-11,59,47,7.0,58.0,1.0,0.0,album,False
A bientot,Lim Young Woong,2024-07-13,59,50,2.0,,,,album,False
A bientot,Lim Young Woong,2024-07-17,59,50,4.0,,,,album,False
A bientot,Lim Young Woong,2024-07-23,58,50,5.0,59.0,-1.0,0.0,album,False
A bientot,Lim Young Woong,2024-08-04,57,50,10.0,58.0,-1.0,-4.0,album,False
A bientot,Lim Young Woong,2024-08-06,57,49,2.0,,,,album,False
A bientot,Lim Young Woong,2024-08-28,57,49,16.0,57.0,0.0,-5.0,album,False
A bientot,Lim Young Woong,2024-09-03,57,50,6.0,,,,album,False
A bientot,Lim Young Woong,2024-09-10,57,44,6.0,57.0,0.0,2.0,album,False
A bientot,Lim Young Woong,2024-09-19,57,50,5.0,58.0,-1.0,-2.0,album,False
A bientot,Lim Young Woong,2024-09-23,57,49,2.0,57.0,0.0,1.0,album,False
A bientot,Lim Young Woong,2024-09-30,57,50,3.0,57.0,0.0,-2.0,album,False
A bientot,Lim Young Woong,2024-10-09,57,48,4.0,57.0,0.0,-1.0,album,False
A bientot,Lim Young Woong,2024-10-13,57,45,4.0,,,,album,False
A bientot,Lim Young Woong,2025-03-15,57,38,2.0,58.0,-1.0,1.0,album,False
A bientot,Lim Young Woong,2025-03-26,56,38,2.0,57.0,-1.0,2.0,album,False
A bientot,Lim Young Woong,2025-04-05,56,46,2.0,56.0,0.0,1.0,album,False
A bientot,Lim Young Woong,2025-04-19,56,43,2.0,56.0,0.0,-3.0,album,False
A bientot,Lim Young Woong,2025-04-24,56,49,2.0,57.0,-1.0,0.0,album,False
A bientot,Lim Young Woong,2025-05-07,55,43,11.0,56.0,-1.0,5.0,album,False
A bientot,Lim Young Woong,2025-06-24,51,45,48.0,,,,album,False
A bientot,Lim Young Woong,2025-07-18,55,48,23.0,51.0,4.0,-3.0,album,False
ABCD,NAYEON,2025-07-12,67,44,2.0,67.0,0.0,4.0,album,False
AK47,Men's Tear & 뷰티풀너드,2025-03-15,52,35,2.0,51.0,1.0,-3.0,single,False
AK47,Men's Tear & 뷰티풀너드,2025-03-26,52,40,2.0,52.0,0.0,3.0,single,False
ANTIFRAGILE,LE SSERAFIM,2024-07-17,79,49,13.0,79.0,0.0,-7.0,album,False
All I Want for Christmas Is You,Mariah Carey,2024-12-17,99,24,6.0,98.0,1.0,20.0,album,False
All Or Nothing,J Money & KingLee,2025-01-17,52,26,26.0,45.0,7.0,4.0,single,True
Alone,Jimin,2025-03-15,77,23,2.0,77.0,0.0,0.0,single,False
Alone,Jimin,2025-03-26,76,23,2.0,76.0,0.0,-2.0,single,False
Alone,Jimin,2025-05-31,72,45,2.0,73.0,-1.0,-5.0,single,False
Alone,Jimin,2025-06-02,72,44,2.0,,,,single,False
Alone,Jimin,2025-07-01,71,50,2.0,70.0,1.0,-24.0,single,False
Alone,Jimin,2025-07-19,71,43,18.0,,,,single,False
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-09-14,70,35,102.0,81.0,-11.0,8.0,single,False
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-10-27,71,50,41.0,70.0,1.0,-1.0,single,False
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-10-31,71,46,3.0,71.0,0.0,4.0,single,False
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-12-28,65,41,2.0,67.0,-2.0,0.0,single,False
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,2024-07-31,74,45,3.0,74.0,0.0,1.0,single,False
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,2024-08-24,72,50,5.0,72.0,0.0,-3.0,single,False
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,2024-11-03,69,44,71.0,,,,single,False
Armageddon,aespa,2025-07-12,79,16,2.0,79.0,0.0,1.0,album,False
Armageddon,aespa,2025-08-14,78,16,2.0,78.0,0.0,3.0,album,False
Armageddon,aespa,2025-09-22,77,38,2.0,77.0,0.0,-10.0,album,False
Armageddon,aespa,2025-10-07,75,33,2.0,76.0,-1.0,6.0,album,False
Armageddon,aespa,2025-11-21,72,50,2.0,72.0,0.0,-9.0,album,False
Armageddon,aespa & Grimes & Flava D,2025-10-06,36,36,15.0,0.0,36.0,-5.0,single,False
Attention,NewJeans,2024-07-07,85,37,3.0,84.0,1.0,-8.0,single,False
Attention,NewJeans,2024-09-01,83,49,2.0,83.0,0.0,-1.0,single,False
Attention,NewJeans,2024-09-15,83,48,11.0,83.0,0.0,1.0,single,False
Attention,NewJeans,2024-09-28,81,49,2.0,81.0,0.0,0.0,single,False
Attention,NewJeans,2025-04-28,78,38,211.0,81.0,-3.0,10.0,single,False
Attention,NewJeans,2025-05-14,78,50,3.0,78.0,0.0,0.0,single,False
Attention,NewJeans,2025-05-19,78,48,5.0,,,,single,False
Attention,NewJeans,2025-06-01,77,50,13.0,,,,single,False
Attention,NewJeans,2025-06-14,72,48,6.0,76.0,-4.0,-4.0,single,False
Attention,NewJeans,2025-06-28,75,50,11.0,72.0,3.0,0.0,single,False
BIRDS OF A FEATHER,Billie Eilish,2025-05-28,93,41,2.0,92.0,1.0,-4.0,album,False
BIRDS OF A FEATHER,Billie Eilish,2025-07-12,98,28,2.0,98.0,0.0,-2.0,album,False
BIRDS OF A FEATHER,Billie Eilish,2025-08-14,100,18,2.0,99.0,1.0,9.0,album,False
Baddie,IVE,2024-12-09,82,49,8.0,82.0,0.0,1.0,single,False
Baddie,IVE,2025-01-05,80,50,18.0,82.0,-2.0,0.0,single,False
Baddie,IVE,2025-01-22,81,49,16.0,80.0,1.0,-1.0,single,False
Baggy Jeans,NCT,2024-09-28,64,50,7.0,64.0,0.0,-4.0,album,False
Bam Yang Gang,BIBI,2025-03-15,77,10,2.0,77.0,0.0,-1.0,single,False
Bam Yang Gang,BIBI,2025-03-26,77,14,2.0,77.0,0.0,2.0,single,False
Bam Yang Gang,BIBI,2025-05-05,76,47,5.0,76.0,0.0,-2.0,single,False
Be Mine,Jimin,2025-08-14,82,3,2.0,82.0,0.0,0.0,album,False
Beautiful Things,Benson Boone,2025-02-03,92,50,2.0,91.0,1.0,-2.0,single,False
Beautiful Things,Benson Boone,2025-02-05,93,46,2.0,,,,single,False
Beautiful Things,Benson Boone,2025-03-15,100,21,2.0,100.0,0.0,1.0,single,False
Beautiful Things,Benson Boone,2025-03-26,100,22,2.0,100.0,0.0,1.0,single,False
Better Things,aespa,2024-09-09,81,50,3.0,81.0,0.0,0.0,single,False
Better Things,aespa,2024-10-02,80,50,16.0,81.0,-1.0,0.0,single,False
Big Dawgs,Hanumankind & Kalmi,2025-08-29,92,48,2.0,92.0,0.0,0.0,single,True
Bite Me,ENHYPEN,2024-06-14,88,47,4.0,88.0,0.0,2.0,single,False
Bling-Bang-Bang-Born,Creepy Nuts,2025-02-14,92,50,2.0,92.0,0.0,-12.0,single,False
Bling-Bang-Bang-Born,Creepy Nuts,2025-03-13,91,48,21.0,92.0,-1.0,2.0,single,False
Bling-Bang-Bang-Born,Creepy Nuts,2025-03-15,91,45,2.0,,,,single,False
Bling-Bang-Bang-Born,Creepy Nuts,2025-03-26,90,42,2.0,90.0,0.0,4.0,single,False
Blue,V,2024-12-31,80,46,54.0,85.0,-5.0,0.0,single,False
Blue,V,2025-01-03,81,43,3.0,,,,single,False
Blue,V,2025-01-07,82,50,2.0,81.0,1.0,-2.0,single,False
Blue,V,2025-01-11,82,48,2.0,82.0,0.0,1.0,single,False
Boom Boom Bass,RIIZE,2025-07-12,68,25,2.0,67.0,1.0,2.0,album,False
Boom Boom Bass,RIIZE,2025-08-14,68,33,2.0,69.0,-1.0,4.0,album,False
Boom Boom Bass,RIIZE,2025-09-20,67,48,2.0,67.0,0.0,0.0,album,False
Boom Boom Bass,RIIZE,2025-09-23,67,45,2.0,67.0,0.0,-1.0,album,False
Broken Melodies,NCT DREAM,2024-07-20,56,44,20.0,72.0,-16.0,6.0,album,False
Bubble Gum,NewJeans,2025-07-12,80,15,2.0,80.0,0.0,0.0,single,False
Bubble Gum,NewJeans,2025-08-14,79,22,2.0,79.0,0.0,1.0,single,False
Bubble Gum,NewJeans,2025-09-23,76,49,2.0,77.0,-1.0,-7.0,single,False
Bubble Gum,NewJeans,2025-09-28,76,49,2.0,76.0,0.0,0.0,single,False
Bubble Gum,NewJeans,2025-10-02,75,50,2.0,75.0,0.0,-5.0,single,False
Bubble Gum,NewJeans,2025-10-06,75,48,3.0,75.0,0.0,2.0,single,False
Bubble Gum,NewJeans,2025-10-14,74,50,8.0,,,,single,False
But Sometimes,BOYNEXTDOOR,2024-09-27,70,49,4.0,70.0,0.0,-10.0,single,False
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,2025-03-06,96,50,13.0,86.0,10.0,-7.0,album,True
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,2025-03-08,96,48,2.0,,,,album,True
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,2025-03-15,97,42,7.0,,,,album,True
CHIHIRO,Billie Eilish,2025-05-23,90,46,4.0,61.0,29.0,1.0,album,False
CRAZY,LE SSERAFIM,2025-11-22,80,45,2.0,80.0,0.0,-6.0,album,False
CROOKED,G-DRAGON,2025-11-09,62,47,4.0,61.0,1.0,-7.0,album,False
CROOKED,G-DRAGON,2025-11-27,65,47,17.0,63.0,2.0,3.0,album,False
Candy (Feat. Zion.T),Jay Park,2024-05-31,62,47,3.0,59.0,3.0,2.0,single,False
Candy (Feat. Zion.T),Jay Park,2024-06-05,65,45,4.0,63.0,2.0,0.0,single,False
Candy (Feat. Zion.T),Jay Park,2024-06-09,66,50,4.0,,,,single,False
Chk Chk Boom,Stray Kids,2025-08-07,68,44,4.0,67.0,1.0,2.0,album,False
Christmas Love,Jimin,2024-06-21,68,48,3.0,68.0,0.0,2.0,single,False
Christmas Love,Jimin,2024-11-05,69,28,136.0,68.0,1.0,20.0,single,False
Christmas Love,Jimin,2024-11-08,69,50,2.0,69.0,0.0,-22.0,single,False
Christmas Love,Jimin,2024-11-10,69,46,2.0,,,,single,False
Christmas Love,Jimin,2024-11-18,69,48,7.0,69.0,0.0,-15.0,single,False
Christmas Love,Jimin,2024-11-22,69,49,4.0,,,,single,False
Christmas Love,Jimin,2024-11-24,69,46,2.0,,,,single,False
Christmas Love,Jimin,2024-11-28,69,48,4.0,,,,single,False
Christmas Love,Jimin,2024-12-02,69,50,4.0,,,,single,False
Christmas Love,Jimin,2024-12-05,69,47,2.0,69.0,0.0,-1.0,single,False
Christmas Love,Jimin,2024-12-09,70,40,4.0,,,,single,False
Christmas Love,Jimin,2024-12-12,70,42,2.0,70.0,0.0,-1.0,single,False
Christmas Love,Jimin,2024-12-17,71,33,5.0,,,,single,False
Christmas Love,Jimin,2024-12-20,71,30,2.0,71.0,0.0,3.0,single,False
Christmas Tree,V,2024-09-18,81,44,9.0,82.0,-1.0,-12.0,single,False
Click Like (Prod. Crush) (Feat. Paul Blanco),Various Artists,2024-09-13,66,48,4.0,60.0,6.0,-7.0,single,False
Closer Than This,Jimin,2025-03-15,86,8,2.0,86.0,0.0,-1.0,single,False
Closer Than This,Jimin,2025-03-26,85,6,2.0,85.0,0.0,1.0,single,False
Closer Than This,Jimin,2025-07-12,85,5,2.0,85.0,0.0,0.0,single,False
Closer Than This,Jimin,2025-08-14,78,7,2.0,78.0,0.0,-1.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2024-12-05,86,44,2.0,86.0,0.0,3.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2024-12-16,86,48,2.0,86.0,0.0,-6.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2024-12-20,85,49,4.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2024-12-29,81,43,8.0,85.0,-4.0,4.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-01-05,83,46,7.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-01-10,84,47,5.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-01-12,84,50,2.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-01-16,83,49,4.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-02-25,82,49,40.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-03-02,81,47,2.0,82.0,-1.0,-2.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-03-07,80,48,2.0,81.0,-1.0,-11.0,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-03-16,79,50,9.0,,,,album,False
Closer to You (feat. Major Lazer),Jung Kook,2025-06-08,75,48,83.0,79.0,-4.0,2.0,album,False
Come back to me,RM,2025-05-26,63,42,10.0,78.0,-15.0,5.0,album,False
Cool With You,NewJeans,2024-10-19,85,48,4.0,85.0,0.0,2.0,single,False
Cosmic,Red Velvet,2025-07-12,72,31,2.0,72.0,0.0,0.0,single,False
Cruel Summer,Taylor Swift,2024-07-07,98,44,3.0,97.0,1.0,-9.0,album,False
Cruel Summer,Taylor Swift,2024-10-04,98,46,5.0,98.0,0.0,-2.0,album,False
Cruel Summer,Taylor Swift,2024-10-20,99,45,12.0,99.0,0.0,5.0,album,False
Cruel Summer,Taylor Swift,2024-10-24,100,50,3.0,99.0,1.0,-4.0,album,False
Cruel Summer,Taylor Swift,2024-12-28,95,48,64.0,100.0,-5.0,2.0,album,False
Cruel Summer,Taylor Swift,2025-03-15,98,24,2.0,98.0,0.0,5.0,album,False
Cruel Summer,Taylor Swift,2025-03-26,97,29,2.0,97.0,0.0,1.0,album,False
Cruel Summer,Taylor Swift,2025-04-26,96,46,2.0,96.0,0.0,2.0,album,False
Cruel Summer,Taylor Swift,2025-06-12,88,50,46.0,96.0,-8.0,-2.0,album,False
Cruel Summer,Taylor Swift,2025-06-17,88,47,2.0,88.0,0.0,2.0,album,False
Cruel Summer,Taylor Swift,2025-07-31,92,50,40.0,89.0,3.0,-5.0,album,False
Cruel Summer,Taylor Swift,2025-08-07,92,48,3.0,93.0,-1.0,-1.0,album,False
Cruel Summer,Taylor Swift,2025-08-14,93,41,2.0,93.0,0.0,5.0,album,False
Cruel Summer,Taylor Swift,2025-08-25,92,47,2.0,92.0,0.0,0.0,album,False
Cruel Summer,Taylor Swift,2025-08-31,92,43,4.0,92.0,0.0,4.0,album,False
Cruel Summer,Taylor Swift,2025-09-18,92,49,18.0,,,,album,False
Cupid,FIFTY FIFTY,2024-07-09,87,50,5.0,87.0,0.0,-14.0,single,False
Cupid - Twin Ver.,FIFTY FIFTY,2024-07-07,99,43,3.0,99.0,0.0,-12.0,single,False
Cupid - Twin Ver.,FIFTY FIFTY,2024-07-26,97,49,5.0,98.0,-1.0,-4.0,single,False
Cupid - Twin Ver.,FIFTY FIFTY,2024-08-06,96,50,11.0,,,,single,False
Cupido,Engel Montaz & Kuv507 & Latinnites Music,2025-01-10,70,32,2.0,69.0,1.0,15.0,single,False
Dance The Night (From Barbie The Album),Dua Lipa,2024-06-09,90,46,6.0,86.0,4.0,-4.0,single,False
Dance The Night (From Barbie The Album),Dua Lipa,2024-07-26,95,45,47.0,,,,single,False
Dance The Night (From Barbie The Album),Dua Lipa,2024-07-30,96,50,2.0,96.0,0.0,-9.0,single,False
Dangerously,Charlie Puth,2024-06-04,48,47,2.0,48.0,0.0,0.0,album,False
Dangerously,Charlie Puth,2024-06-13,64,49,5.0,63.0,1.0,-3.0,album,False
Dangerously,Charlie Puth,2024-06-16,64,44,3.0,,,,album,False
Dangerously,Charlie Puth,2024-07-01,65,44,11.0,64.0,1.0,6.0,album,False
Dare to Love (feat. BIG Naughty),B.I,2024-07-04,64,48,3.0,64.0,0.0,0.0,album,False
Discord,QWER,2024-12-15,59,44,3.0,58.0,1.0,5.0,single,False
Ditto,NewJeans,2024-11-08,85,43,5.0,85.0,0.0,6.0,single,False
Ditto,NewJeans,2024-11-21,84,47,2.0,84.0,0.0,2.0,single,False
Ditto,NewJeans,2024-11-23,84,50,2.0,,,,single,False
Ditto,NewJeans,2025-02-16,85,50,4.0,85.0,0.0,-8.0,single,False
Ditto,NewJeans,2025-03-11,83,49,22.0,85.0,-2.0,1.0,single,False
Ditto,NewJeans,2025-03-18,82,50,6.0,83.0,-1.0,-1.0,single,False
Ditto,NewJeans,2025-03-26,81,49,8.0,,,,single,False
Ditto,NewJeans,2025-04-01,80,47,6.0,,,,single,False
Ditto,NewJeans,2025-04-27,81,46,26.0,,,,single,False
Ditto,NewJeans,2025-05-17,80,49,2.0,80.0,0.0,-1.0,single,False
Ditto,NewJeans,2025-05-20,80,49,2.0,80.0,0.0,-1.0,single,False
Ditto,NewJeans,2025-05-31,80,42,11.0,,,,single,False
Ditto,NewJeans,2025-07-12,78,49,2.0,78.0,0.0,-3.0,single,False
Ditto,NewJeans,2025-07-20,79,49,3.0,79.0,0.0,1.0,single,False
Ditto,NewJeans,2025-07-24,79,45,4.0,,,,single,False
Ditto,NewJeans,2025-07-26,78,50,2.0,,,,single,False
Ditto,NewJeans,2025-08-03,79,47,4.0,78.0,1.0,3.0,single,False
Ditto,NewJeans,2025-08-10,78,45,7.0,,,,single,False
Ditto,NewJeans,2025-08-14,79,45,3.0,79.0,0.0,3.0,single,False
Ditto,NewJeans,2025-09-13,78,48,28.0,79.0,-1.0,0.0,single,False
Ditto,NewJeans,2025-09-16,78,49,2.0,78.0,0.0,0.0,single,False
Ditto,NewJeans,2025-09-25,78,45,5.0,79.0,-1.0,4.0,single,False
Ditto,NewJeans,2025-10-05,78,50,10.0,,,,single,False
Ditto,NewJeans,2025-10-12,77,45,4.0,78.0,-1.0,5.0,single,False
Ditto,NewJeans,2025-10-18,77,39,2.0,77.0,0.0,11.0,single,False
Ditto,NewJeans,2025-10-23,77,48,5.0,,,,single,False
Ditto,NewJeans,2025-11-05,77,48,13.0,,,,single,False
Do or Die,Lim Young Woong,2025-03-15,68,12,2.0,69.0,-1.0,0.0,single,False
Do or Die,Lim Young Woong,2025-03-26,67,15,2.0,68.0,-1.0,-2.0,single,False
Do or Die,Lim Young Woong,2025-07-12,62,22,2.0,62.0,0.0,-1.0,single,False
Do or Die,Lim Young Woong,2025-08-14,63,21,2.0,63.0,0.0,-1.0,single,False
Do or Die,Lim Young Woong,2025-10-22,60,46,2.0,60.0,0.0,-3.0,single,False
Do or Die,Lim Young Woong,2025-11-03,59,45,11.0,60.0,-1.0,4.0,single,False
Do or Die,Lim Young Woong,2025-11-19,59,46,3.0,59.0,0.0,1.0,single,False
Don't Look Back In Anger - Remastered,Oasis,2025-09-03,78,45,2.0,77.0,1.0,4.0,album,False
Don't Look Back in Anger - Remastered,Oasis,2025-09-02,74,45,2.0,74.0,0.0,-14.0,album,False
Don't Look Back in Anger - Remastered,Oasis,2025-09-04,75,47,2.0,,,,album,False
Drama,aespa,2025-03-15,85,32,2.0,85.0,0.0,3.0,album,False
Drama,aespa,2025-03-26,83,35,2.0,84.0,-1.0,2.0,album,False
Drama,aespa,2025-04-07,83,48,2.0,83.0,0.0,0.0,album,False
Drama,aespa,2025-04-20,83,50,3.0,83.0,0.0,-1.0,album,False
Drama,aespa,2025-05-03,82,47,13.0,,,,album,False
Drama,aespa,2025-05-11,83,46,2.0,83.0,0.0,1.0,album,False
Drama,aespa,2025-07-12,82,50,9.0,82.0,0.0,0.0,album,False
Drama,aespa,2025-10-12,79,47,88.0,82.0,-3.0,1.0,album,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-16,82,38,3.0,82.0,0.0,10.0,single,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-20,82,42,2.0,82.0,0.0,-11.0,single,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-26,82,33,4.0,82.0,0.0,14.0,single,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-11-20,80,28,21.0,82.0,-2.0,2.0,single,False
Drowning,WOODZ,2025-11-19,61,49,2.0,60.0,1.0,0.0,single,False
Drowning,WOODZ,2025-11-22,61,49,3.0,,,,single,False
EASY,LE SSERAFIM,2025-03-15,89,3,2.0,89.0,0.0,1.0,single,False
EASY,LE SSERAFIM,2025-03-26,88,8,2.0,88.0,0.0,0.0,single,False
EASY,LE SSERAFIM,2025-06-29,80,48,6.0,78.0,2.0,0.0,single,False
EASY,LE SSERAFIM,2025-08-03,80,50,35.0,,,,single,False
EASY,LE SSERAFIM,2025-08-08,79,49,5.0,,,,single,False
EASY,LE SSERAFIM,2025-08-10,80,38,2.0,,,,single,False
EASY,LE SSERAFIM,2025-08-14,80,34,2.0,80.0,0.0,8.0,single,False
EASY,LE SSERAFIM,2025-08-24,79,47,3.0,80.0,-1.0,3.0,single,False
EASY,LE SSERAFIM,2025-08-26,79,49,2.0,,,,single,False
EASY,LE SSERAFIM,2025-08-29,79,45,2.0,79.0,0.0,4.0,single,False
ETA,NewJeans,2024-11-23,85,48,9.0,86.0,-1.0,1.0,single,False
ETA,NewJeans,2024-11-30,85,49,2.0,85.0,0.0,1.0,single,False
ETA,NewJeans,2024-12-27,83,50,3.0,83.0,0.0,-5.0,single,False
ETA,NewJeans,2025-02-23,84,49,2.0,84.0,0.0,-1.0,single,False
ETA,NewJeans,2025-03-15,82,43,2.0,82.0,0.0,2.0,single,False
ETA,NewJeans,2025-03-26,81,39,2.0,81.0,0.0,0.0,single,False
ETA,NewJeans,2025-04-07,80,50,2.0,80.0,0.0,0.0,single,False
ETA,NewJeans,2025-04-18,81,50,2.0,81.0,0.0,-1.0,single,False
ETA,NewJeans,2025-04-27,81,41,9.0,,,,single,False
ETA,NewJeans,2025-05-27,79,48,2.0,80.0,-1.0,-4.0,single,False
ETA,NewJeans,2025-07-08,78,48,3.0,78.0,0.0,-1.0,single,False
ETA,NewJeans,2025-07-14,78,48,6.0,,,,single,False
ETA,NewJeans,2025-07-24,78,50,8.0,78.0,0.0,-1.0,single,False
ETA,NewJeans,2025-10-09,78,49,77.0,,,,single,False
ETA,NewJeans,2025-10-18,79,50,3.0,78.0,1.0,0.0,single,False
ETA,NewJeans,2025-10-20,79,45,2.0,,,,single,False
ETA,NewJeans,2025-10-26,79,43,5.0,79.0,0.0,-1.0,single,False
ETA,NewJeans,2025-11-05,79,47,10.0,,,,single,False
Elevator,Lim Young Woong,2024-11-18,55,49,2.0,55.0,0.0,1.0,single,False
Elevator,Lim Young Woong,2024-11-22,56,50,2.0,55.0,1.0,-1.0,single,False
Elevator,Lim Young Woong,2024-12-08,56,50,16.0,,,,single,False
Espresso,Sabrina Carpenter,2025-07-12,99,27,2.0,99.0,0.0,1.0,single,True
Espresso,Sabrina Carpenter,2025-08-14,99,30,2.0,99.0,0.0,3.0,single,True
FIELD TRIP,¥$ & Kanye West & Ty Dolla $ign,2025-08-24,78,31,14.0,81.0,-3.0,8.0,album,True
FLOWER,JISOO,2024-06-23,85,48,2.0,85.0,0.0,1.0,single,False
FLOWER,JISOO,2024-06-29,85,44,2.0,85.0,0.0,-4.0,single,False
FLOWER,JISOO,2024-07-23,84,45,23.0,85.0,-1.0,-1.0,single,False
FRI(END)S,V,2025-03-26,90,10,2.0,89.0,1.0,-1.0,single,False
FRI(END)S,V,2025-06-28,88,48,3.0,87.0,1.0,0.0,single,False
FRI(END)S,V,2025-06-30,88,49,2.0,,,,single,False
FRI(END)S,V,2025-07-12,89,48,2.0,89.0,0.0,-4.0,single,False
FRI(END)S,V,2025-07-17,90,48,3.0,90.0,0.0,2.0,single,False
FRI(END)S,V,2025-07-22,90,49,2.0,90.0,0.0,-4.0,single,False
Face-off,Jimin,2025-03-15,76,25,2.0,77.0,-1.0,-1.0,single,True
Face-off,Jimin,2025-03-26,75,25,2.0,76.0,-1.0,-1.0,single,True
Face-off,Jimin,2025-05-31,73,49,2.0,73.0,0.0,-4.0,single,True
Face-off,Jimin,2025-06-02,73,49,2.0,,,,single,True
Face-off,Jimin,2025-06-05,72,43,3.0,,,,single,True
Face-off,Jimin,2025-06-09,68,41,2.0,72.0,-4.0,2.0,single,True
Face-off,Jimin,2025-06-26,69,47,3.0,68.0,1.0,-7.0,single,True
Face-off,Jimin,2025-07-01,71,49,2.0,70.0,1.0,-13.0,single,True
Face-off,Jimin,2025-07-06,72,50,3.0,72.0,0.0,-1.0,single,True
Face-off,Jimin,2025-07-19,72,37,13.0,,,,single,True
Fact Check,NCT 127,2024-10-19,74,50,6.0,70.0,4.0,-6.0,album,False
Fate,(G)I-DLE,2025-03-15,68,14,2.0,68.0,0.0,0.0,album,False
Fate,(G)I-DLE,2025-03-26,71,9,2.0,70.0,1.0,2.0,album,False
Fate,(G)I-DLE,2025-05-27,74,44,2.0,75.0,-1.0,-4.0,album,False
Fate,(G)I-DLE,2025-06-01,74,49,5.0,,,,album,False
Father,Lim Young Woong,2024-10-30,57,47,4.0,57.0,0.0,0.0,album,False
Father,Lim Young Woong,2024-11-01,57,43,2.0,,,,album,False
Father,Lim Young Woong,2025-01-22,59,42,2.0,59.0,0.0,0.0,album,False
Father,Lim Young Woong,2025-02-19,58,46,10.0,58.0,0.0,0.0,album,False
Father,Lim Young Woong,2025-02-26,58,50,6.0,58.0,0.0,-4.0,album,False
Fighting (Feat. Lee Young Ji),BSS,2024-06-06,78,49,4.0,78.0,0.0,-4.0,single,False
Filter,BTS,2024-06-14,75,43,2.0,75.0,0.0,3.0,album,False
Filter,BTS,2024-06-21,76,47,6.0,75.0,1.0,-2.0,album,False
Filter,BTS,2025-04-06,72,31,288.0,76.0,-4.0,19.0,album,False
For Us,V,2024-12-31,80,44,52.0,85.0,-5.0,4.0,single,False
